employee_id,department,role,privilege_level,security_training_completed,previous_training_score,total_simulations,emails_opened,links_clicked,attachments_opened,credentials_submitted,phishing_emails_reported,simulations_failed,remediation_trainings,targeted_scenarios,average_failure_probability,average_reporting_time_seconds,targeted_attack_failure_rate,email_open_rate,click_rate,attachment_open_rate,credential_submission_rate,reporting_rate,failure_rate,remediation_rate,non_failure_rate,report_to_failure_ratio,privilege_risk_value,training_risk,reporting_quality
EMP0400,Executive,Chief Officer,Privileged,1,80,10,9,2,1,1,5,3,3,0,0.347,259.0,0.0,0.9,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,4,0.2,0.5
EMP0401,Human Resources,HR Specialist,High,1,70,10,8,3,0,1,7,4,4,2,0.3578,290.8571,0.5,0.8,0.3,0.0,0.1,0.7,0.4,0.4,0.6,1.75,3,0.3,0.7
EMP0402,Information Technology,IT Support Analyst,Medium,1,72,10,8,1,0,0,8,2,2,1,0.3039,215.5,0.0,0.8,0.1,0.0,0.0,0.8,0.2,0.2,0.8,3.0,2,0.28,0.8
EMP0403,Operations,Operations Manager,Medium,1,84,10,9,0,1,0,7,2,2,0,0.2574,200.7143,0.0,0.9,0.0,0.1,0.0,0.7,0.2,0.2,0.8,3.0,2,0.16,0.7
EMP0404,Marketing,Marketing Manager,Medium,1,71,10,7,2,0,1,4,3,3,0,0.2328,456.5,0.0,0.7,0.2,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.29,0.4
EMP0405,Executive,Chief Officer,Privileged,1,78,10,8,0,0,0,9,0,0,0,0.2353,342.5556,0.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,1.0,3.0,4,0.22,0.9
EMP0406,Human Resources,HR Manager,Medium,1,79,10,5,1,0,1,4,2,2,2,0.2504,491.25,0.0,0.5,0.1,0.0,0.1,0.4,0.2,0.2,0.8,2.0,2,0.21,0.4
EMP0407,Sales,Account Executive,Medium,0,74,10,8,2,1,1,2,5,5,0,0.4138,165.5,0.0,0.8,0.2,0.1,0.1,0.2,0.5,0.5,0.5,0.4,2,0.26,0.1
EMP0408,Sales,Account Executive,Medium,1,57,10,9,2,0,1,5,3,3,0,0.2941,237.6,0.0,0.9,0.2,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.43,0.5
EMP0409,Executive,Vice President,Privileged,1,63,10,6,1,0,0,5,2,2,0,0.3824,302.8,0.0,0.6,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,4,0.37,0.5
EMP0410,Human Resources,Recruiter,High,0,60,10,10,4,2,3,5,6,6,2,0.4452,407.2,1.0,1.0,0.4,0.2,0.3,0.5,0.6,0.6,0.4,0.8333,3,0.4,0.25
EMP0411,Legal,Legal Manager,High,1,98,10,7,2,0,0,6,3,3,0,0.264,267.8333,0.0,0.7,0.2,0.0,0.0,0.6,0.3,0.3,0.7,2.0,3,0.02,0.6
EMP0412,Legal,Legal Assistant,High,1,72,10,9,1,1,1,6,3,3,0,0.3276,258.5,0.0,0.9,0.1,0.1,0.1,0.6,0.3,0.3,0.7,2.0,3,0.28,0.6
EMP0413,Human Resources,HR Specialist,Medium,1,85,10,9,3,1,2,6,4,4,2,0.2671,193.0,0.5,0.9,0.3,0.1,0.2,0.6,0.4,0.4,0.6,1.5,2,0.15,0.6
EMP0414,Human Resources,Recruiter,Medium,1,59,10,7,1,0,1,4,3,3,2,0.3485,170.0,0.5,0.7,0.1,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.41,0.4
EMP0415,Legal,Legal Assistant,Medium,1,70,10,9,2,1,0,5,3,3,0,0.3219,291.2,0.0,0.9,0.2,0.1,0.0,0.5,0.3,0.3,0.7,1.6667,2,0.3,0.5
EMP0416,Legal,Legal Manager,Medium,1,82,10,7,3,1,3,4,5,5,0,0.3698,236.0,0.0,0.7,0.3,0.1,0.3,0.4,0.5,0.5,0.5,0.8,2,0.18,0.4
EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,10,7,0,0,0,7,2,2,0,0.3236,276.7143,0.0,0.7,0.0,0.0,0.0,0.7,0.2,0.2,0.8,3.0,2,0.23,0.7
EMP0418,Finance,Accountant,High,1,92,10,7,1,1,1,7,5,5,1,0.1788,231.4286,0.0,0.7,0.1,0.1,0.1,0.7,0.5,0.5,0.5,1.4,3,0.08,0.7
EMP0419,Legal,Legal Assistant,Medium,1,91,10,9,3,1,1,7,5,5,0,0.2744,240.1429,0.0,0.9,0.3,0.1,0.1,0.7,0.5,0.5,0.5,1.4,2,0.09,0.7
EMP0420,Information Technology,Security Analyst,High,1,57,10,5,2,0,1,5,4,4,1,0.3764,199.4,1.0,0.5,0.2,0.0,0.1,0.5,0.4,0.4,0.6,1.25,3,0.43,0.5
EMP0421,Sales,Sales Representative,Medium,1,62,10,6,4,0,2,2,7,7,0,0.3237,360.5,0.0,0.6,0.4,0.0,0.2,0.2,0.7,0.7,0.3,0.2857,2,0.38,0.2
EMP0422,Legal,Legal Assistant,High,0,91,10,8,0,0,0,2,0,0,0,0.2629,192.5,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,3,0.09,0.1
EMP0423,Sales,Account Executive,Low,1,78,10,8,1,0,1,4,2,2,0,0.3016,233.5,0.0,0.8,0.1,0.0,0.1,0.4,0.2,0.2,0.8,2.0,1,0.22,0.4
EMP0424,Operations,Operations Analyst,Low,1,62,10,8,4,1,3,6,6,6,0,0.44,313.8333,0.0,0.8,0.4,0.1,0.3,0.6,0.6,0.6,0.4,1.0,1,0.38,0.6
EMP0425,Operations,Operations Manager,Medium,1,96,10,6,4,0,4,7,5,5,0,0.2682,425.2857,0.0,0.6,0.4,0.0,0.4,0.7,0.5,0.5,0.5,1.4,2,0.04,0.7
EMP0426,Legal,Compliance Analyst,Medium,1,88,10,8,1,0,0,7,1,1,0,0.266,240.8571,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.1,0.9,3.0,2,0.12,0.7
EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,10,8,2,1,1,5,4,4,1,0.3406,128.6,1.0,0.8,0.2,0.1,0.1,0.5,0.4,0.4,0.6,1.25,4,0.26,0.5
EMP0428,Marketing,Marketing Specialist,Low,1,100,10,10,1,0,0,5,2,2,0,0.2721,327.0,0.0,1.0,0.1,0.0,0.0,0.5,0.2,0.2,0.8,2.5,1,0.0,0.5
EMP0429,Finance,Financial Analyst,Medium,1,74,10,9,2,0,1,6,2,2,1,0.3415,354.0,0.0,0.9,0.2,0.0,0.1,0.6,0.2,0.2,0.8,3.0,2,0.26,0.6
EMP0430,Marketing,Digital Marketing Analyst,Medium,0,75,10,5,1,0,1,4,3,3,0,0.3562,283.5,0.0,0.5,0.1,0.0,0.1,0.4,0.3,0.3,0.7,1.3333,2,0.25,0.2
EMP0431,Legal,Legal Assistant,High,1,86,10,8,1,0,1,7,1,1,0,0.2648,220.5714,0.0,0.8,0.1,0.0,0.1,0.7,0.1,0.1,0.9,3.0,3,0.14,0.7
EMP0432,Operations,Operations Manager,Medium,1,77,10,8,1,1,0,4,3,3,0,0.2789,277.0,0.0,0.8,0.1,0.1,0.0,0.4,0.3,0.3,0.7,1.3333,2,0.23,0.4
EMP0433,Human Resources,HR Specialist,Medium,0,88,10,7,3,0,0,4,5,5,2,0.3921,255.25,1.0,0.7,0.3,0.0,0.0,0.4,0.5,0.5,0.5,0.8,2,0.12,0.2
EMP0434,Information Technology,Security Analyst,Medium,1,82,10,9,1,0,0,5,1,1,1,0.2794,317.4,0.0,0.9,0.1,0.0,0.0,0.5,0.1,0.1,0.9,3.0,2,0.18,0.5
EMP0435,Human Resources,Recruiter,High,1,91,10,9,1,0,1,5,2,2,2,0.2374,274.6,0.0,0.9,0.1,0.0,0.1,0.5,0.2,0.2,0.8,2.5,3,0.09,0.5
EMP0436,Marketing,Digital Marketing Analyst,Medium,1,65,10,7,3,0,2,1,5,5,0,0.4141,258.0,0.0,0.7,0.3,0.0,0.2,0.1,0.5,0.5,0.5,0.2,2,0.35,0.1
EMP0437,Marketing,Digital Marketing Analyst,Low,0,70,10,8,2,0,1,2,2,2,0,0.4251,205.5,0.0,0.8,0.2,0.0,0.1,0.2,0.2,0.2,0.8,1.0,1,0.3,0.1
EMP0438,Human Resources,Recruiter,High,1,100,10,7,2,1,0,6,3,3,2,0.2916,227.3333,0.0,0.7,0.2,0.1,0.0,0.6,0.3,0.3,0.7,2.0,3,0.0,0.6
EMP0439,Human Resources,Recruiter,High,1,79,10,8,0,0,0,4,0,0,2,0.2091,287.25,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.0,1.0,3.0,3,0.21,0.4
EMP0440,Operations,Operations Analyst,Low,1,82,10,9,2,0,0,5,3,3,0,0.2393,107.0,0.0,0.9,0.2,0.0,0.0,0.5,0.3,0.3,0.7,1.6667,1,0.18,0.5
EMP0441,Marketing,Marketing Manager,Low,1,91,10,6,0,0,0,5,0,0,0,0.279,172.4,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.0,1.0,3.0,1,0.09,0.5
EMP0442,Finance,Financial Analyst,High,1,92,10,9,4,0,2,5,4,4,1,0.2515,333.2,0.0,0.9,0.4,0.0,0.2,0.5,0.4,0.4,0.6,1.25,3,0.08,0.5
EMP0443,Sales,Sales Representative,Medium,1,81,10,6,1,1,1,5,2,2,0,0.2608,289.6,0.0,0.6,0.1,0.1,0.1,0.5,0.2,0.2,0.8,2.5,2,0.19,0.5
EMP0444,Operations,Operations Specialist,Low,0,68,10,10,2,1,0,3,3,3,0,0.2286,307.0,0.0,1.0,0.2,0.1,0.0,0.3,0.3,0.3,0.7,1.0,1,0.32,0.15
EMP0445,Finance,Accountant,High,1,81,10,8,2,0,0,5,2,2,1,0.2122,430.8,0.0,0.8,0.2,0.0,0.0,0.5,0.2,0.2,0.8,2.5,3,0.19,0.5
EMP0446,Information Technology,IT Support Analyst,High,1,83,10,6,0,0,0,5,1,1,1,0.2726,224.6,0.0,0.6,0.0,0.0,0.0,0.5,0.1,0.1,0.9,3.0,3,0.17,0.5
EMP0447,Sales,Sales Manager,Medium,1,92,10,8,1,0,0,6,2,2,0,0.1619,243.1667,0.0,0.8,0.1,0.0,0.0,0.6,0.2,0.2,0.8,3.0,2,0.08,0.6
EMP0448,Human Resources,Recruiter,Medium,1,63,10,10,3,1,1,5,5,5,2,0.329,259.6,0.0,1.0,0.3,0.1,0.1,0.5,0.5,0.5,0.5,1.0,2,0.37,0.5
EMP0449,Marketing,Marketing Specialist,Medium,1,76,10,10,2,1,1,5,3,3,0,0.3084,411.2,0.0,1.0,0.2,0.1,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.24,0.5
EMP0450,Human Resources,Recruiter,High,0,79,10,8,4,0,2,3,5,5,2,0.3863,368.6667,0.5,0.8,0.4,0.0,0.2,0.3,0.5,0.5,0.5,0.6,3,0.21,0.15
EMP0451,Marketing,Marketing Manager,Medium,1,97,10,9,2,0,0,5,2,2,0,0.2613,264.6,0.0,0.9,0.2,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.03,0.5
EMP0452,Operations,Operations Analyst,Medium,1,67,10,10,4,0,1,4,4,4,0,0.3337,215.0,0.0,1.0,0.4,0.0,0.1,0.4,0.4,0.4,0.6,1.0,2,0.33,0.4
EMP0453,Finance,Accountant,Medium,1,97,10,5,0,1,0,9,2,2,1,0.1934,200.3333,0.0,0.5,0.0,0.1,0.0,0.9,0.2,0.2,0.8,3.0,2,0.03,0.9
EMP0454,Executive,Chief Officer,Privileged,1,90,10,7,2,0,2,6,2,2,0,0.343,315.1667,0.0,0.7,0.2,0.0,0.2,0.6,0.2,0.2,0.8,3.0,4,0.1,0.6
EMP0455,Human Resources,Recruiter,Medium,1,48,10,8,2,0,1,4,2,2,2,0.4635,263.75,0.0,0.8,0.2,0.0,0.1,0.4,0.2,0.2,0.8,2.0,2,0.52,0.4
EMP0456,Sales,Account Executive,Medium,1,100,10,8,1,0,0,6,2,2,0,0.1863,353.6667,0.0,0.8,0.1,0.0,0.0,0.6,0.2,0.2,0.8,3.0,2,0.0,0.6
EMP0457,Human Resources,Recruiter,High,1,90,10,8,1,0,1,8,1,1,2,0.2559,285.375,0.5,0.8,0.1,0.0,0.1,0.8,0.1,0.1,0.9,3.0,3,0.1,0.8
EMP0458,Legal,Legal Assistant,High,1,100,10,8,0,0,0,7,0,0,0,0.1739,379.5714,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.0,1.0,3.0,3,0.0,0.7
EMP0459,Information Technology,IT Support Analyst,Privileged,1,87,10,8,0,1,0,4,1,1,1,0.2108,505.5,0.0,0.8,0.0,0.1,0.0,0.4,0.1,0.1,0.9,3.0,4,0.13,0.4
EMP0460,Human Resources,HR Manager,Medium,1,81,10,8,0,1,0,8,1,1,2,0.2923,231.125,0.0,0.8,0.0,0.1,0.0,0.8,0.1,0.1,0.9,3.0,2,0.19,0.8
EMP0461,Legal,Compliance Analyst,Medium,1,68,10,6,1,0,1,6,2,2,0,0.2591,224.6667,0.0,0.6,0.1,0.0,0.1,0.6,0.2,0.2,0.8,3.0,2,0.32,0.6
EMP0462,Sales,Sales Representative,Low,1,74,10,9,2,1,0,5,4,4,0,0.3268,150.0,0.0,0.9,0.2,0.1,0.0,0.5,0.4,0.4,0.6,1.25,1,0.26,0.5
EMP0463,Operations,Operations Analyst,Low,1,80,10,9,3,0,2,6,4,4,0,0.3308,240.8333,0.0,0.9,0.3,0.0,0.2,0.6,0.4,0.4,0.6,1.5,1,0.2,0.6
EMP0464,Information Technology,Security Analyst,Medium,1,94,10,7,2,0,2,6,3,3,1,0.1852,339.6667,0.0,0.7,0.2,0.0,0.2,0.6,0.3,0.3,0.7,2.0,2,0.06,0.6
EMP0465,Information Technology,Security Analyst,High,1,66,10,9,4,1,2,5,6,6,1,0.3424,254.0,1.0,0.9,0.4,0.1,0.2,0.5,0.6,0.6,0.4,0.8333,3,0.34,0.5
EMP0466,Executive,Chief Officer,Privileged,1,75,10,9,3,0,0,5,3,3,0,0.3274,272.6,0.0,0.9,0.3,0.0,0.0,0.5,0.3,0.3,0.7,1.6667,4,0.25,0.5
EMP0467,Legal,Legal Manager,High,1,70,10,10,3,1,0,5,4,4,0,0.2706,335.0,0.0,1.0,0.3,0.1,0.0,0.5,0.4,0.4,0.6,1.25,3,0.3,0.5
EMP0468,Information Technology,System Administrator,Medium,1,81,10,10,3,0,1,5,3,3,1,0.2496,171.6,0.0,1.0,0.3,0.0,0.1,0.5,0.3,0.3,0.7,1.6667,2,0.19,0.5
EMP0469,Executive,Vice President,Privileged,1,80,10,7,1,1,1,4,2,2,0,0.2452,301.0,0.0,0.7,0.1,0.1,0.1,0.4,0.2,0.2,0.8,2.0,4,0.2,0.4
EMP0470,Operations,Operations Manager,Low,1,94,10,7,1,0,1,6,2,2,0,0.2199,167.6667,0.0,0.7,0.1,0.0,0.1,0.6,0.2,0.2,0.8,3.0,1,0.06,0.6
EMP0471,Legal,Legal Manager,Medium,1,78,10,10,1,0,1,6,1,1,0,0.3514,279.8333,0.0,1.0,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,2,0.22,0.6
EMP0472,Operations,Operations Specialist,Medium,1,78,10,9,2,1,2,4,3,3,0,0.2553,275.0,0.0,0.9,0.2,0.1,0.2,0.4,0.3,0.3,0.7,1.3333,2,0.22,0.4
EMP0473,Finance,Financial Analyst,High,1,63,10,9,4,0,2,4,4,4,1,0.301,353.0,0.0,0.9,0.4,0.0,0.2,0.4,0.4,0.4,0.6,1.0,3,0.37,0.4
EMP0474,Operations,Operations Analyst,Low,1,69,10,9,2,1,0,4,5,5,0,0.3676,292.0,0.0,0.9,0.2,0.1,0.0,0.4,0.5,0.5,0.5,0.8,1,0.31,0.4
EMP0475,Marketing,Digital Marketing Analyst,Low,1,69,10,8,2,1,1,5,4,4,0,0.2455,280.2,0.0,0.8,0.2,0.1,0.1,0.5,0.4,0.4,0.6,1.25,1,0.31,0.5
EMP0476,Executive,Chief Officer,High,1,81,10,8,2,1,2,4,4,4,0,0.2277,478.5,0.0,0.8,0.2,0.1,0.2,0.4,0.4,0.4,0.6,1.0,3,0.19,0.4
EMP0477,Legal,Legal Manager,High,1,85,10,9,1,0,1,5,1,1,0,0.2888,223.0,0.0,0.9,0.1,0.0,0.1,0.5,0.1,0.1,0.9,3.0,3,0.15,0.5
EMP0478,Information Technology,IT Support Analyst,High,0,82,10,9,2,0,0,4,2,2,1,0.3961,400.5,1.0,0.9,0.2,0.0,0.0,0.4,0.2,0.2,0.8,2.0,3,0.18,0.2
EMP0479,Human Resources,Recruiter,Medium,1,89,10,7,3,1,1,5,7,7,2,0.3295,186.4,1.0,0.7,0.3,0.1,0.1,0.5,0.7,0.7,0.3,0.7143,2,0.11,0.5
EMP0480,Information Technology,IT Support Analyst,Medium,1,100,10,9,2,0,1,4,2,2,1,0.1924,361.25,1.0,0.9,0.2,0.0,0.1,0.4,0.2,0.2,0.8,2.0,2,0.0,0.4
EMP0481,Executive,Vice President,High,1,68,10,9,1,0,1,6,1,1,0,0.257,188.5,0.0,0.9,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,3,0.32,0.6
EMP0482,Legal,Compliance Analyst,High,1,97,10,9,3,0,3,5,4,4,0,0.2353,339.0,0.0,0.9,0.3,0.0,0.3,0.5,0.4,0.4,0.6,1.25,3,0.03,0.5
EMP0483,Marketing,Digital Marketing Analyst,Medium,1,84,10,8,2,1,0,6,5,5,0,0.2879,508.6667,0.0,0.8,0.2,0.1,0.0,0.6,0.5,0.5,0.5,1.2,2,0.16,0.6
EMP0484,Finance,Finance Manager,High,0,97,10,8,2,0,0,6,3,3,1,0.2916,255.6667,1.0,0.8,0.2,0.0,0.0,0.6,0.3,0.3,0.7,2.0,3,0.03,0.3
EMP0485,Human Resources,Recruiter,Medium,1,71,10,8,1,1,1,4,2,2,2,0.2868,220.5,0.5,0.8,0.1,0.1,0.1,0.4,0.2,0.2,0.8,2.0,2,0.29,0.4
EMP0486,Marketing,Digital Marketing Analyst,Medium,1,65,10,7,1,0,1,4,2,2,0,0.3577,176.5,0.0,0.7,0.1,0.0,0.1,0.4,0.2,0.2,0.8,2.0,2,0.35,0.4
EMP0487,Information Technology,System Administrator,Medium,1,80,10,7,0,0,0,5,0,0,1,0.2482,219.8,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.0,1.0,3.0,2,0.2,0.5
EMP0488,Information Technology,System Administrator,High,1,59,10,8,0,1,0,1,2,2,1,0.2619,242.0,0.0,0.8,0.0,0.1,0.0,0.1,0.2,0.2,0.8,0.5,3,0.41,0.1
EMP0489,Marketing,Marketing Specialist,Low,1,92,10,7,0,0,0,5,1,1,0,0.2047,292.6,0.0,0.7,0.0,0.0,0.0,0.5,0.1,0.1,0.9,3.0,1,0.08,0.5
EMP0490,Operations,Operations Manager,Medium,1,63,10,8,2,0,0,5,2,2,0,0.2853,312.4,0.0,0.8,0.2,0.0,0.0,0.5,0.2,0.2,0.8,2.5,2,0.37,0.5
EMP0491,Legal,Legal Assistant,Medium,1,69,10,10,2,0,2,2,3,3,0,0.3134,337.0,0.0,1.0,0.2,0.0,0.2,0.2,0.3,0.3,0.7,0.6667,2,0.31,0.2
EMP0492,Marketing,Marketing Manager,Medium,1,77,10,10,4,0,2,5,5,5,0,0.2851,275.2,0.0,1.0,0.4,0.0,0.2,0.5,0.5,0.5,0.5,1.0,2,0.23,0.5
EMP0493,Finance,Accountant,High,1,80,10,9,2,0,1,5,2,2,1,0.2174,160.0,0.0,0.9,0.2,0.0,0.1,0.5,0.2,0.2,0.8,2.5,3,0.2,0.5
EMP0494,Information Technology,IT Support Analyst,High,1,61,10,6,1,0,0,4,3,3,1,0.3886,302.0,0.0,0.6,0.1,0.0,0.0,0.4,0.3,0.3,0.7,1.3333,3,0.39,0.4
EMP0495,Executive,Director,High,1,91,10,9,1,1,0,7,2,2,0,0.2591,236.0,0.0,0.9,0.1,0.1,0.0,0.7,0.2,0.2,0.8,3.0,3,0.09,0.7
EMP0496,Information Technology,IT Support Analyst,Medium,1,85,10,8,2,0,1,6,3,3,1,0.3201,191.3333,1.0,0.8,0.2,0.0,0.1,0.6,0.3,0.3,0.7,2.0,2,0.15,0.6
EMP0497,Operations,Operations Analyst,Low,1,92,10,9,2,0,2,7,2,2,0,0.2338,225.8571,0.0,0.9,0.2,0.0,0.2,0.7,0.2,0.2,0.8,3.0,1,0.08,0.7
EMP0498,Legal,Legal Manager,Medium,1,79,10,7,1,0,0,6,3,3,0,0.2642,264.3333,0.0,0.7,0.1,0.0,0.0,0.6,0.3,0.3,0.7,2.0,2,0.21,0.6
EMP0499,Marketing,Marketing Specialist,Low,1,79,10,9,1,0,1,6,1,1,0,0.2181,213.0,0.0,0.9,0.1,0.0,0.1,0.6,0.1,0.1,0.9,3.0,1,0.21,0.6
EMP0500,Information Technology,Security Analyst,Privileged,1,76,10,9,4,2,3,7,6,6,1,0.227,221.5714,1.0,0.9,0.4,0.2,0.3,0.7,0.6,0.6,0.4,1.1667,4,0.24,0.7
