employee_id,department,role,privilege_level,risk_score,risk_level,primary_risk_driver,training_module,training_topic,training_duration_minutes,training_priority,completion_deadline_days,follow_up_simulation_days,escalation_requirement
EMP0485,Human Resources,Recruiter,Medium,19.72,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0486,Marketing,Digital Marketing Analyst,Medium,15.09,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0487,Information Technology,System Administrator,Medium,2.98,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0488,Information Technology,System Administrator,High,17.12,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0489,Marketing,Marketing Specialist,Low,1.37,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0490,Operations,Operations Manager,Medium,14.25,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0491,Legal,Legal Assistant,Medium,22.56,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0492,Marketing,Marketing Manager,Medium,29.61,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0493,Finance,Accountant,High,18.07,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0494,Information Technology,IT Support Analyst,High,20.07,Moderate,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Standard,30,60,Monitor
EMP0495,Executive,Director,High,12.18,Low,Privilege Exposure,Privileged Account Security Awareness,"Administrative accounts, least privilege, credential protection",40,Routine,90,90,None
EMP0496,Information Technology,IT Support Analyst,Medium,27.19,Moderate,Targeted Attack Failures,Spear Phishing and Social Engineering Defense,"Targeted phishing, executive impersonation, social engineering",40,Standard,30,60,Monitor
EMP0497,Operations,Operations Analyst,Low,10.84,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0498,Legal,Legal Manager,Medium,13.61,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0499,Marketing,Marketing Specialist,Low,5.89,Low,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Routine,90,90,None
EMP0500,Information Technology,Security Analyst,Privileged,51.47,Critical,Phishing Failures,Advanced Phishing Recognition,"Phishing indicators, impersonation, urgency, spoofing",30,Immediate,3,14,Security Team Review
