event_id,employee_id,department,role,privilege_level,security_training_completed,previous_training_score,scenario_id,scenario_name,attack_type,difficulty,target_department,mitre_technique,targeted_department,failure_probability,email_opened,link_clicked,attachment_opened,credentials_submitted,email_reported,response_time_seconds,simulation_failed,remediation_training_assigned
EVT004133,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3308,0,0,0,0,1,194,1,1
EVT004134,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3081,1,0,0,0,1,157,0,0
EVT004135,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2841,1,0,0,0,0,0,0,0
EVT004136,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2576,1,0,0,0,1,186,0,0
EVT004137,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,1,0.4535,0,0,0,0,0,0,1,1
EVT004138,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4476,1,0,0,0,0,0,0,0
EVT004139,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,1,0.4587,1,0,0,0,1,143,0,0
EVT004140,EMP0414,Human Resources,Recruiter,Medium,1,59,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.453,1,1,0,1,0,0,1,1
EVT004141,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.4173,0,0,0,0,1,196,0,0
EVT004142,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3587,1,0,1,0,0,0,1,1
EVT004143,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4549,1,0,0,0,1,223,0,0
EVT004144,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2341,1,0,0,0,0,0,0,0
EVT004145,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3301,1,1,0,0,0,0,1,1
EVT004146,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3337,1,1,0,0,1,457,1,1
EVT004147,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2774,1,0,0,0,1,168,0,0
EVT004148,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.341,1,1,0,0,1,412,1,1
EVT004149,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2058,1,0,0,0,0,0,0,0
EVT004150,EMP0415,Legal,Legal Assistant,Medium,1,70,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2935,1,0,0,0,0,0,0,0
EVT004151,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.4081,1,1,0,1,0,0,1,1
EVT004152,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.395,1,0,1,0,0,0,1,1
EVT004153,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3403,0,0,0,0,1,89,0,0
EVT004154,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3778,1,0,0,0,0,0,0,0
EVT004155,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3956,1,1,0,1,0,0,1,1
EVT004156,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3959,1,0,0,0,0,0,0,0
EVT004157,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3752,0,0,0,0,0,0,1,1
EVT004158,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3319,0,0,0,0,1,185,0,0
EVT004159,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4216,1,0,0,0,1,526,0,0
EVT004160,EMP0416,Legal,Legal Manager,Medium,1,82,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3941,1,1,0,1,1,144,1,1
EVT004161,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3343,0,0,0,0,0,0,0,0
EVT004162,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2366,1,0,0,0,1,269,0,0
EVT004163,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2377,1,0,0,0,1,139,0,0
EVT004164,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.327,1,0,0,0,1,312,0,0
EVT004165,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3176,0,0,0,0,1,273,1,1
EVT004166,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.37,0,0,0,0,0,0,1,1
EVT004167,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.415,1,0,0,0,0,0,0,0
EVT004168,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.4158,1,0,0,0,1,505,0,0
EVT004169,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2914,1,0,0,0,1,264,0,0
EVT004170,EMP0417,Marketing,Digital Marketing Analyst,Medium,1,77,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3453,1,0,0,0,1,175,0,0
EVT004171,EMP0418,Finance,Accountant,High,1,92,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1589,1,0,0,0,1,266,0,0
EVT004172,EMP0418,Finance,Accountant,High,1,92,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.0999,1,0,0,0,0,0,0,0
EVT004173,EMP0418,Finance,Accountant,High,1,92,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,1,0.2361,1,0,0,0,0,0,0,0
EVT004174,EMP0418,Finance,Accountant,High,1,92,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.1545,0,0,0,0,1,201,0,0
EVT004175,EMP0418,Finance,Accountant,High,1,92,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.1516,0,0,0,0,1,199,1,1
EVT004176,EMP0418,Finance,Accountant,High,1,92,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1633,1,0,0,0,1,336,0,0
EVT004177,EMP0418,Finance,Accountant,High,1,92,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.1151,1,0,0,0,1,277,0,0
EVT004178,EMP0418,Finance,Accountant,High,1,92,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.1292,0,0,0,0,1,182,1,1
EVT004179,EMP0418,Finance,Accountant,High,1,92,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.1587,1,0,1,0,0,0,1,1
EVT004180,EMP0418,Finance,Accountant,High,1,92,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.091,1,1,0,1,1,159,1,1
EVT004181,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2826,1,0,0,0,0,0,0,0
EVT004182,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1989,0,0,0,0,0,0,1,1
EVT004183,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2779,1,0,0,0,1,312,0,0
EVT004184,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2704,1,1,0,0,1,69,1,1
EVT004185,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.1985,1,0,0,0,0,0,0,0
EVT004186,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1741,1,0,0,0,1,268,0,0
EVT004187,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.1555,1,0,0,0,1,195,0,0
EVT004188,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2442,1,1,0,0,1,228,1,1
EVT004189,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2399,1,0,0,0,1,110,0,0
EVT004190,EMP0419,Legal,Legal Assistant,Medium,1,91,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2528,1,0,0,0,1,527,0,0
EVT004191,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3407,1,0,0,0,0,0,0,0
EVT004192,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.4412,1,0,0,0,0,0,0,0
EVT004193,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4183,0,0,0,0,0,0,1,1
EVT004194,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4396,1,0,0,0,1,301,0,0
EVT004195,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.4485,0,0,0,0,0,0,1,1
EVT004196,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,1,0.4392,1,1,0,1,1,97,1,1
EVT004197,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.4538,1,0,0,0,1,177,0,0
EVT004198,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.454,0,0,0,0,0,0,0,0
EVT004199,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4479,1,0,0,0,1,190,0,0
EVT004200,EMP0420,Information Technology,Security Analyst,High,1,57,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.4307,1,1,0,0,1,232,1,1
EVT004201,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3419,0,0,0,0,0,0,1,1
EVT004202,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2517,0,0,0,0,0,0,1,1
EVT004203,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.38,1,0,0,0,0,0,0,0
EVT004204,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3198,1,1,0,0,1,169,1,1
EVT004205,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3023,1,1,0,1,0,0,1,1
EVT004206,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3703,1,1,0,1,0,0,1,1
EVT004207,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3801,1,0,0,0,1,552,0,0
EVT004208,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3592,1,1,0,0,0,0,1,1
EVT004209,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3346,0,0,0,0,0,0,1,1
EVT004210,EMP0421,Sales,Sales Representative,Medium,1,62,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.3029,0,0,0,0,0,0,1,1
EVT004211,EMP0422,Legal,Legal Assistant,High,0,91,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.1524,0,0,0,0,0,0,0,0
EVT004212,EMP0422,Legal,Legal Assistant,High,0,91,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2277,1,0,0,0,0,0,0,0
EVT004213,EMP0422,Legal,Legal Assistant,High,0,91,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3079,1,0,0,0,0,0,0,0
EVT004214,EMP0422,Legal,Legal Assistant,High,0,91,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2762,1,0,0,0,0,0,0,0
EVT004215,EMP0422,Legal,Legal Assistant,High,0,91,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2725,1,0,0,0,0,0,0,0
EVT004216,EMP0422,Legal,Legal Assistant,High,0,91,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2177,1,0,0,0,0,0,0,0
EVT004217,EMP0422,Legal,Legal Assistant,High,0,91,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.1979,1,0,0,0,1,161,0,0
EVT004218,EMP0422,Legal,Legal Assistant,High,0,91,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3517,1,0,0,0,0,0,0,0
EVT004219,EMP0422,Legal,Legal Assistant,High,0,91,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.26,0,0,0,0,1,224,0,0
EVT004220,EMP0422,Legal,Legal Assistant,High,0,91,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2656,1,0,0,0,0,0,0,0
EVT004221,EMP0423,Sales,Account Executive,Low,1,78,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2612,1,1,0,1,0,0,1,1
EVT004222,EMP0423,Sales,Account Executive,Low,1,78,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2728,0,0,0,0,1,126,0,0
EVT004223,EMP0423,Sales,Account Executive,Low,1,78,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2961,1,0,0,0,0,0,1,1
EVT004224,EMP0423,Sales,Account Executive,Low,1,78,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.2494,1,0,0,0,0,0,0,0
EVT004225,EMP0423,Sales,Account Executive,Low,1,78,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3366,1,0,0,0,1,206,0,0
EVT004226,EMP0423,Sales,Account Executive,Low,1,78,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.3295,1,0,0,0,0,0,0,0
EVT004227,EMP0423,Sales,Account Executive,Low,1,78,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2654,1,0,0,0,0,0,0,0
EVT004228,EMP0423,Sales,Account Executive,Low,1,78,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3928,1,0,0,0,1,274,0,0
EVT004229,EMP0423,Sales,Account Executive,Low,1,78,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.3053,1,0,0,0,1,328,0,0
EVT004230,EMP0423,Sales,Account Executive,Low,1,78,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2907,0,0,0,0,0,0,0,0
EVT004231,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.5247,1,0,0,0,1,137,0,0
EVT004232,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.4706,0,0,0,0,0,0,1,1
EVT004233,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.4372,1,0,0,0,1,226,0,0
EVT004234,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3738,0,0,0,0,1,708,0,0
EVT004235,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.4114,1,1,0,1,0,0,1,1
EVT004236,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.4353,1,1,0,1,1,156,1,1
EVT004237,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.5263,1,1,0,1,0,0,1,1
EVT004238,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.5447,1,1,0,0,1,354,1,1
EVT004239,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.4187,1,0,1,0,0,0,1,1
EVT004240,EMP0424,Operations,Operations Analyst,Low,1,62,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.5662,1,0,0,0,1,302,0,0
EVT004241,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.3111,1,1,0,1,1,132,1,1
EVT004242,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.1157,0,0,0,0,1,376,0,0
EVT004243,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2327,1,0,0,0,0,0,1,1
EVT004244,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3228,0,0,0,0,1,222,0,0
EVT004245,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2373,1,1,0,1,0,0,1,1
EVT004246,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.202,1,1,0,1,0,0,1,1
EVT004247,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.3304,0,0,0,0,1,982,0,0
EVT004248,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.3023,1,0,0,0,1,707,0,0
EVT004249,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.178,0,0,0,0,1,466,0,0
EVT004250,EMP0425,Operations,Operations Manager,Medium,1,96,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2765,1,1,0,1,1,92,1,1
EVT004251,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2166,1,0,0,0,1,431,0,0
EVT004252,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.187,1,0,0,0,1,106,0,0
EVT004253,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.2163,0,0,0,0,0,0,0,0
EVT004254,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3465,1,0,0,0,0,0,0,0
EVT004255,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.1965,1,0,0,0,1,211,0,0
EVT004256,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.2418,1,0,0,0,0,0,0,0
EVT004257,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2948,1,1,0,0,1,130,1,1
EVT004258,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2528,0,0,0,0,1,308,0,0
EVT004259,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2879,1,0,0,0,1,233,0,0
EVT004260,EMP0426,Legal,Compliance Analyst,Medium,1,88,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.2937,1,0,0,0,1,267,0,0
EVT004261,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.342,0,0,0,0,0,0,1,1
EVT004262,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.3872,0,0,0,0,1,89,0,0
EVT004263,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.3294,1,0,0,0,0,0,0,0
EVT004264,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.4318,1,0,0,0,1,192,0,0
EVT004265,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.3716,1,0,0,0,0,0,0,0
EVT004266,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,1,0.4244,1,1,0,0,1,181,1,1
EVT004267,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2663,1,0,0,0,1,106,0,0
EVT004268,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2391,1,0,0,0,1,75,0,0
EVT004269,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2938,1,0,1,0,0,0,1,1
EVT004270,EMP0427,Information Technology,IT Support Analyst,Privileged,1,74,PHISH010,IT Helpdesk Account Verification,Credential Phishing,Hard,All,T1566.002,0,0.4042,1,1,0,1,0,0,1,1
EVT004271,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH001,Microsoft 365 Password Expiration,Credential Phishing,Easy,All,T1566.002,0,0.2381,1,0,0,0,0,0,0,0
EVT004272,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH002,HR Benefits Update,Malicious Attachment Simulation,Medium,All,T1566.001,0,0.2838,1,0,0,0,0,0,0,0
EVT004273,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH003,CEO Urgent Payment Request,Business Email Compromise,Hard,Finance,T1566,0,0.265,1,0,0,0,0,0,1,1
EVT004274,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH004,Package Delivery Notification,Link Phishing,Easy,All,T1566.002,0,0.3212,1,0,0,0,0,0,0,0
EVT004275,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH005,Shared Cloud Document,Cloud Credential Phishing,Medium,All,T1566.003,0,0.2789,1,0,0,0,0,0,0,0
EVT004276,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH006,Fake MFA Verification Request,Identity Phishing,Hard,Information Technology,T1566.002,0,0.1714,1,0,0,0,1,522,0,0
EVT004277,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH007,Payroll Account Verification,Credential Phishing,Medium,Human Resources,T1566.002,0,0.2266,1,0,0,0,1,237,0,0
EVT004278,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH008,QR Code Security Verification,QR Phishing,Hard,All,T1566.002,0,0.2479,1,0,0,0,1,578,0,0
EVT004279,EMP0428,Marketing,Marketing Specialist,Low,1,100,PHISH009,Resume Attachment,Malicious Attachment Simulation,Medium,Human Resources,T1566.001,0,0.2646,1,0,0,0,1,146,0,0
